version,category,case_id,image_path,mask_path,width,height,threshold_percent,tp,fp,fn,tn,mIoU_percent,mDice_percent,background_IoU_percent,background_Dice_percent,forgery_IoU_percent,forgery_Dice_percent,accuracy_percent,false_positive_rate_percent,det_score,det_pred_label,det_correct
v1.0.0,authentic,authentic/au_usb_000000000036_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/images/test/au_usb_000000000036_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/annotations/test/au_usb_000000000036_jpg.png,481,640,50.0,0,0,0,307840,100.0,100.0,100.0,100.0,,,100.0,0.0,,,
v1.0.0,authentic,authentic/au_usb_000000000092_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/images/test/au_usb_000000000092_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/annotations/test/au_usb_000000000092_jpg.png,640,427,50.0,0,0,0,273280,100.0,100.0,100.0,100.0,,,100.0,0.0,,,
v1.0.0,authentic,authentic/au_usb_000000000247_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/images/test/au_usb_000000000247_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/annotations/test/au_usb_000000000247_jpg.png,640,424,50.0,0,0,0,271360,100.0,100.0,100.0,100.0,,,100.0,0.0,,,
v1.0.0,authentic,authentic/au_usb_000000000263_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/images/test/au_usb_000000000263_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/annotations/test/au_usb_000000000263_jpg.png,591,640,50.0,0,0,0,378240,100.0,100.0,100.0,100.0,,,100.0,0.0,,,
v1.0.0,authentic,authentic/au_usb_000000000322_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/images/test/au_usb_000000000322_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/annotations/test/au_usb_000000000322_jpg.png,640,481,50.0,0,46,0,307794,49.992529,49.996264,99.985057,99.992528,0.0,0.0,99.985057,0.014943,,,
v1.0.0,authentic,authentic/au_usb_000000000359_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/images/test/au_usb_000000000359_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/annotations/test/au_usb_000000000359_jpg.png,500,332,50.0,0,1040,0,164960,49.686747,49.842881,99.373494,99.685763,0.0,0.0,99.373494,0.626506,,,
v1.0.0,authentic,authentic/au_usb_000000000360_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/images/test/au_usb_000000000360_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/annotations/test/au_usb_000000000360_jpg.png,500,375,50.0,0,0,0,187500,100.0,100.0,100.0,100.0,,,100.0,0.0,,,
v1.0.0,authentic,authentic/au_usb_000000000488_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/images/test/au_usb_000000000488_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/annotations/test/au_usb_000000000488_jpg.png,640,406,50.0,0,0,0,259840,100.0,100.0,100.0,100.0,,,100.0,0.0,,,
v1.0.0,authentic,authentic/au_usb_000000000529_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/images/test/au_usb_000000000529_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/annotations/test/au_usb_000000000529_jpg.png,427,640,50.0,0,0,0,273280,100.0,100.0,100.0,100.0,,,100.0,0.0,,,
v1.0.0,authentic,authentic/au_usb_000000000532_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/images/test/au_usb_000000000532_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/annotations/test/au_usb_000000000532_jpg.png,640,480,50.0,0,0,0,307200,100.0,100.0,100.0,100.0,,,100.0,0.0,,,
v1.0.0,authentic,authentic/au_usb_000000000612_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/images/test/au_usb_000000000612_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/annotations/test/au_usb_000000000612_jpg.png,640,480,50.0,0,0,0,307200,100.0,100.0,100.0,100.0,,,100.0,0.0,,,
v1.0.0,authentic,authentic/au_usb_000000000650_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/images/test/au_usb_000000000650_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/annotations/test/au_usb_000000000650_jpg.png,640,427,50.0,0,0,0,273280,100.0,100.0,100.0,100.0,,,100.0,0.0,,,
v1.0.0,authentic,authentic/au_usb_000000000656_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/images/test/au_usb_000000000656_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/annotations/test/au_usb_000000000656_jpg.png,640,472,50.0,0,0,0,302080,100.0,100.0,100.0,100.0,,,100.0,0.0,,,
v1.0.0,authentic,authentic/au_usb_000000000693_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/images/test/au_usb_000000000693_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/annotations/test/au_usb_000000000693_jpg.png,640,428,50.0,0,0,0,273920,100.0,100.0,100.0,100.0,,,100.0,0.0,,,
v1.0.0,authentic,authentic/au_usb_000000000801_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/images/test/au_usb_000000000801_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/annotations/test/au_usb_000000000801_jpg.png,640,360,50.0,0,0,0,230400,100.0,100.0,100.0,100.0,,,100.0,0.0,,,
v1.0.0,casia,casia/tp_casia_Tp_D_CNN_M_N_txt00054_txt00050_10375_tif,/home/panuwat/Pictures/Test-Cases/with_mask/casia/images/test/tp_casia_Tp_D_CNN_M_N_txt00054_txt00050_10375_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/casia/annotations/test/tp_casia_Tp_D_CNN_M_N_txt00054_txt00050_10375_tif.png,384,256,50.0,9515,12040,43859,32890,25.794346,39.728825,37.042877,54.060273,14.545816,25.397376,43.136597,26.79724,,,
v1.0.0,casia,casia/tp_casia_Tp_D_CNN_S_B_txt00055_txt00047_11328_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/casia/images/test/tp_casia_Tp_D_CNN_S_B_txt00055_txt00047_11328_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/casia/annotations/test/tp_casia_Tp_D_CNN_S_B_txt00055_txt00047_11328_jpg.png,384,256,50.0,382,12323,11821,73778,38.450586,44.502776,75.343641,85.938264,1.557531,3.067288,75.439453,14.312261,,,
v1.0.0,casia,casia/tp_casia_Tp_D_CNN_S_N_art00001_ani00074_10442_tif,/home/panuwat/Pictures/Test-Cases/with_mask/casia/images/test/tp_casia_Tp_D_CNN_S_N_art00001_ani00074_10442_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/casia/annotations/test/tp_casia_Tp_D_CNN_S_N_art00001_ani00074_10442_tif.png,384,256,50.0,1688,4609,53640,38367,21.263552,31.162727,39.710814,56.847159,2.81629,5.478296,40.746053,10.72459,,,
v1.0.0,casia,casia/tp_casia_Tp_D_CNN_S_N_art00011_art00014_11841_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/casia/images/test/tp_casia_Tp_D_CNN_S_N_art00011_art00014_11841_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/casia/annotations/test/tp_casia_Tp_D_CNN_S_N_art00011_art00014_11841_jpg.png,384,256,50.0,4600,484,18225,74995,49.884402,60.937055,80.033937,88.909833,19.734866,32.964277,80.968221,0.641238,,,
v1.0.0,casia,casia/tp_casia_Tp_D_CNN_S_N_cha00044_cha00043_00364_tif,/home/panuwat/Pictures/Test-Cases/with_mask/casia/images/test/tp_casia_Tp_D_CNN_S_N_cha00044_cha00043_00364_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/casia/annotations/test/tp_casia_Tp_D_CNN_S_N_cha00044_cha00043_00364_tif.png,384,256,50.0,468,683,22666,74487,39.049767,45.152338,76.134552,86.450445,1.964983,3.854231,76.248169,0.908607,,,
v1.0.0,casia,casia/tp_casia_Tp_D_CNN_S_N_cha10122_nat10124_12167_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/casia/images/test/tp_casia_Tp_D_CNN_S_N_cha10122_nat10124_12167_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/casia/annotations/test/tp_casia_Tp_D_CNN_S_N_cha10122_nat10124_12167_jpg.png,518,800,50.0,27006,15823,166108,205463,32.981323,46.102403,53.037218,69.312836,12.925427,22.89197,56.097732,7.150475,,,
v1.0.0,casia,casia/tp_casia_Tp_D_CNN_S_N_cha10122_nat10139_12166_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/casia/images/test/tp_casia_Tp_D_CNN_S_N_cha10122_nat10139_12166_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/casia/annotations/test/tp_casia_Tp_D_CNN_S_N_cha10122_nat10139_12166_jpg.png,518,800,50.0,40762,267,167464,205907,37.329732,51.882612,55.108688,71.058158,19.550776,32.707067,59.524373,0.129502,,,
v1.0.0,casia,casia/tp_casia_Tp_D_CNN_S_N_txt00051_txt00051_10376_tif,/home/panuwat/Pictures/Test-Cases/with_mask/casia/images/test/tp_casia_Tp_D_CNN_S_N_txt00051_txt00051_10376_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/casia/annotations/test/tp_casia_Tp_D_CNN_S_N_txt00051_txt00051_10376_tif.png,384,256,50.0,5386,9753,39294,43871,28.554741,41.075852,47.214748,64.144047,9.894733,18.007656,50.106812,18.187752,,,
v1.0.0,casia,casia/tp_casia_Tp_D_CRD_M_N_nat00048_nat00049_11067_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/casia/images/test/tp_casia_Tp_D_CRD_M_N_nat00048_nat00049_11067_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/casia/annotations/test/tp_casia_Tp_D_CRD_M_N_nat00048_nat00049_11067_jpg.png,384,256,50.0,0,1644,44711,51949,26.422628,34.574351,52.845256,69.148703,0.0,0.0,52.845256,3.067565,,,
v1.0.0,casia,casia/tp_casia_Tp_D_CRD_S_N_ind00029_ind00088_00444_tif,/home/panuwat/Pictures/Test-Cases/with_mask/casia/images/test/tp_casia_Tp_D_CRD_S_N_ind00029_ind00088_00444_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/casia/annotations/test/tp_casia_Tp_D_CRD_S_N_ind00029_ind00088_00444_tif.png,384,256,50.0,22,2619,3803,91860,46.903572,48.651503,93.465741,96.622524,0.341403,0.680483,93.467204,2.772045,,,
v1.0.0,casia,casia/tp_casia_Tp_D_CRN_M_N_ani10112_ani00100_11648_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/casia/images/test/tp_casia_Tp_D_CRN_M_N_ani10112_ani00100_11648_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/casia/annotations/test/tp_casia_Tp_D_CRN_M_N_ani10112_ani00100_11648_jpg.png,384,256,50.0,5645,2454,56486,33719,22.56542,34.718943,36.390421,53.362136,8.74042,16.075751,40.043132,6.784065,,,
v1.0.0,casia,casia/tp_casia_Tp_D_CRN_M_N_ani10117_ani00100_11642_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/casia/images/test/tp_casia_Tp_D_CRN_M_N_ani10117_ani00100_11642_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/casia/annotations/test/tp_casia_Tp_D_CRN_M_N_ani10117_ani00100_11642_jpg.png,384,256,50.0,9268,4976,32588,51472,38.800106,53.153289,57.810324,73.265579,19.789887,33.040998,61.787923,8.815193,,,
v1.0.0,casia,casia/tp_casia_Tp_D_CRN_M_N_arc00008_nat10122_11773_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/casia/images/test/tp_casia_Tp_D_CRN_M_N_arc00008_nat10122_11773_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/casia/annotations/test/tp_casia_Tp_D_CRN_M_N_arc00008_nat10122_11773_jpg.png,384,256,50.0,23476,4595,19448,50785,58.636188,73.49685,67.86898,80.859465,49.403397,66.134235,75.542196,8.297219,,,
v1.0.0,casia,casia/tp_casia_Tp_D_CRN_M_N_cha10108_cha00027_11666_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/casia/images/test/tp_casia_Tp_D_CRN_M_N_cha10108_cha00027_11666_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/casia/annotations/test/tp_casia_Tp_D_CRN_M_N_cha10108_cha00027_11666_jpg.png,384,256,50.0,446,138,39252,58468,30.433694,38.508522,59.747798,74.802656,1.11959,2.214389,59.93042,0.235471,,,
v1.0.0,casia,casia/tp_casia_Tp_D_CRN_M_N_cha10108_cha00040_11665_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/casia/images/test/tp_casia_Tp_D_CRN_M_N_cha10108_cha00040_11665_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/casia/annotations/test/tp_casia_Tp_D_CRN_M_N_cha10108_cha00040_11665_jpg.png,384,256,50.0,1096,790,37106,59312,31.913194,40.628184,61.015554,75.788398,2.810833,5.46797,61.450195,1.314432,,,
v1.0.0,copymove,copymove/tp_copymove_0_000000001596_tif,/home/panuwat/Pictures/Test-Cases/with_mask/copymove/images/test/tp_copymove_0_000000001596_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/copymove/annotations/test/tp_copymove_0_000000001596_tif.png,500,419,50.0,0,3,1006,208491,49.759189,49.879304,99.518377,99.758607,0.0,0.0,99.518377,0.001439,,,
v1.0.0,copymove,copymove/tp_copymove_0_000000001697_tif,/home/panuwat/Pictures/Test-Cases/with_mask/copymove/images/test/tp_copymove_0_000000001697_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/copymove/annotations/test/tp_copymove_0_000000001697_tif.png,500,375,50.0,0,0,2849,184651,49.240267,49.617225,98.480533,99.234451,0.0,0.0,98.480533,0.0,,,
v1.0.0,copymove,copymove/tp_copymove_0_000000003693_tif,/home/panuwat/Pictures/Test-Cases/with_mask/copymove/images/test/tp_copymove_0_000000003693_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/copymove/annotations/test/tp_copymove_0_000000003693_tif.png,640,428,50.0,0,0,527,273393,49.903804,49.951856,99.807608,99.903711,0.0,0.0,99.807608,0.0,,,
v1.0.0,copymove,copymove/tp_copymove_0_000000004051_tif,/home/panuwat/Pictures/Test-Cases/with_mask/copymove/images/test/tp_copymove_0_000000004051_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/copymove/annotations/test/tp_copymove_0_000000004051_tif.png,480,640,50.0,0,0,777,306423,49.873535,49.936688,99.74707,99.873375,0.0,0.0,99.74707,0.0,,,
v1.0.0,copymove,copymove/tp_copymove_0_000000006363_tif,/home/panuwat/Pictures/Test-Cases/with_mask/copymove/images/test/tp_copymove_0_000000006363_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/copymove/annotations/test/tp_copymove_0_000000006363_tif.png,640,480,50.0,0,0,10088,297112,48.358073,49.165332,96.716146,98.330664,0.0,0.0,96.716146,0.0,,,
v1.0.0,copymove,copymove/tp_copymove_0_000000006432_tif,/home/panuwat/Pictures/Test-Cases/with_mask/copymove/images/test/tp_copymove_0_000000006432_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/copymove/annotations/test/tp_copymove_0_000000006432_tif.png,491,640,50.0,0,0,9344,304896,48.513238,49.2454,97.026477,98.4908,0.0,0.0,97.026477,0.0,,,
v1.0.0,copymove,copymove/tp_copymove_0_000000008119_tif,/home/panuwat/Pictures/Test-Cases/with_mask/copymove/images/test/tp_copymove_0_000000008119_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/copymove/annotations/test/tp_copymove_0_000000008119_tif.png,640,480,50.0,0,0,328,306872,49.946615,49.973293,99.893229,99.946586,0.0,0.0,99.893229,0.0,,,
v1.0.0,copymove,copymove/tp_copymove_0_000000009170_tif,/home/panuwat/Pictures/Test-Cases/with_mask/copymove/images/test/tp_copymove_0_000000009170_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/copymove/annotations/test/tp_copymove_0_000000009170_tif.png,640,383,50.0,0,0,21756,223364,45.562174,47.678042,91.124347,95.356085,0.0,0.0,91.124347,0.0,,,
v1.0.0,copymove,copymove/tp_copymove_0_000000009960_tif,/home/panuwat/Pictures/Test-Cases/with_mask/copymove/images/test/tp_copymove_0_000000009960_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/copymove/annotations/test/tp_copymove_0_000000009960_tif.png,640,427,50.0,0,0,394,272886,49.927913,49.96393,99.855826,99.927861,0.0,0.0,99.855826,0.0,,,
v1.0.0,copymove,copymove/tp_copymove_0_000000011075_tif,/home/panuwat/Pictures/Test-Cases/with_mask/copymove/images/test/tp_copymove_0_000000011075_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/copymove/annotations/test/tp_copymove_0_000000011075_tif.png,640,480,50.0,0,0,31694,275506,44.841471,47.280447,89.682943,94.560893,0.0,0.0,89.682943,0.0,,,
v1.0.0,copymove,copymove/tp_copymove_0_000000011701_tif,/home/panuwat/Pictures/Test-Cases/with_mask/copymove/images/test/tp_copymove_0_000000011701_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/copymove/annotations/test/tp_copymove_0_000000011701_tif.png,612,612,50.0,174,0,44740,329630,44.218332,47.208355,88.049256,93.644886,0.387407,0.771824,88.054808,0.0,,,
v1.0.0,copymove,copymove/tp_copymove_0_000000012711_tif,/home/panuwat/Pictures/Test-Cases/with_mask/copymove/images/test/tp_copymove_0_000000012711_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/copymove/annotations/test/tp_copymove_0_000000012711_tif.png,640,480,50.0,0,0,2501,304699,49.592936,49.795636,99.185872,99.591272,0.0,0.0,99.185872,0.0,,,
v1.0.0,copymove,copymove/tp_copymove_0_000000012881_tif,/home/panuwat/Pictures/Test-Cases/with_mask/copymove/images/test/tp_copymove_0_000000012881_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/copymove/annotations/test/tp_copymove_0_000000012881_tif.png,640,428,50.0,0,0,7419,266501,48.645772,49.313591,97.291545,98.627181,0.0,0.0,97.291545,0.0,,,
v1.0.0,copymove,copymove/tp_copymove_0_000000012953_tif,/home/panuwat/Pictures/Test-Cases/with_mask/copymove/images/test/tp_copymove_0_000000012953_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/copymove/annotations/test/tp_copymove_0_000000012953_tif.png,640,433,50.0,0,0,12906,264214,47.671406,48.807945,95.342812,97.61589,0.0,0.0,95.342812,0.0,,,
v1.0.0,copymove,copymove/tp_copymove_0_000000013202_tif,/home/panuwat/Pictures/Test-Cases/with_mask/copymove/images/test/tp_copymove_0_000000013202_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/copymove/annotations/test/tp_copymove_0_000000013202_tif.png,427,640,50.0,0,0,9363,263917,48.286922,49.128532,96.573844,98.257064,0.0,0.0,96.573844,0.0,,,
v1.0.0,face,face/tp_face_morphing_0.jpg_IN_100.jpg_tif,/home/panuwat/Pictures/Test-Cases/with_mask/face/images/test/tp_face_morphing_0.jpg_IN_100.jpg_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/face/annotations/test/tp_face_morphing_0.jpg_IN_100.jpg_tif.png,500,652,50.0,0,0,65140,260860,40.009202,44.450124,80.018405,88.900249,0.0,0.0,80.018405,0.0,,,
v1.0.0,face,face/tp_face_morphing_0.jpg_IN_110.jpg_tif,/home/panuwat/Pictures/Test-Cases/with_mask/face/images/test/tp_face_morphing_0.jpg_IN_110.jpg_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/face/annotations/test/tp_face_morphing_0.jpg_IN_110.jpg_tif.png,500,652,50.0,0,0,66760,259240,39.760736,44.296357,79.521472,88.592714,0.0,0.0,79.521472,0.0,,,
v1.0.0,face,face/tp_face_morphing_0.jpg_IN_112.jpg_tif,/home/panuwat/Pictures/Test-Cases/with_mask/face/images/test/tp_face_morphing_0.jpg_IN_112.jpg_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/face/annotations/test/tp_face_morphing_0.jpg_IN_112.jpg_tif.png,500,652,50.0,0,15329,69490,241181,36.990951,42.522757,73.981902,85.045515,0.0,0.0,73.981902,5.975985,,,
v1.0.0,face,face/tp_face_morphing_0.jpg_IN_127.jpg_tif,/home/panuwat/Pictures/Test-Cases/with_mask/face/images/test/tp_face_morphing_0.jpg_IN_127.jpg_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/face/annotations/test/tp_face_morphing_0.jpg_IN_127.jpg_tif.png,500,652,50.0,0,103,62768,263129,40.357209,44.664072,80.714417,89.328144,0.0,0.0,80.714417,0.039129,,,
v1.0.0,face,face/tp_face_morphing_0.jpg_IN_131.jpg_tif,/home/panuwat/Pictures/Test-Cases/with_mask/face/images/test/tp_face_morphing_0.jpg_IN_131.jpg_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/face/annotations/test/tp_face_morphing_0.jpg_IN_131.jpg_tif.png,500,652,50.0,0,0,89431,236569,36.283589,42.051553,72.567178,84.103106,0.0,0.0,72.567178,0.0,,,
v1.0.0,face,face/tp_face_morphing_0.jpg_IN_132.jpg_tif,/home/panuwat/Pictures/Test-Cases/with_mask/face/images/test/tp_face_morphing_0.jpg_IN_132.jpg_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/face/annotations/test/tp_face_morphing_0.jpg_IN_132.jpg_tif.png,500,652,50.0,0,2572,86973,236455,36.266104,42.039808,72.532209,84.079615,0.0,0.0,72.532209,1.076029,,,
v1.0.0,face,face/tp_face_morphing_0.jpg_IN_170.jpg_tif,/home/panuwat/Pictures/Test-Cases/with_mask/face/images/test/tp_face_morphing_0.jpg_IN_170.jpg_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/face/annotations/test/tp_face_morphing_0.jpg_IN_170.jpg_tif.png,500,652,50.0,0,4,70939,255057,39.119172,43.895349,78.238344,87.790699,0.0,0.0,78.238344,0.001568,,,
v1.0.0,face,face/tp_face_morphing_0.jpg_IN_171.jpg_tif,/home/panuwat/Pictures/Test-Cases/with_mask/face/images/test/tp_face_morphing_0.jpg_IN_171.jpg_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/face/annotations/test/tp_face_morphing_0.jpg_IN_171.jpg_tif.png,500,652,50.0,0,888,61384,263728,40.44908,44.720278,80.89816,89.440556,0.0,0.0,80.89816,0.335581,,,
v1.0.0,face,face/tp_face_morphing_0.jpg_IN_177.jpg_tif,/home/panuwat/Pictures/Test-Cases/with_mask/face/images/test/tp_face_morphing_0.jpg_IN_177.jpg_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/face/annotations/test/tp_face_morphing_0.jpg_IN_177.jpg_tif.png,500,652,50.0,0,0,73454,252546,38.734049,43.651844,77.468098,87.303689,0.0,0.0,77.468098,0.0,,,
v1.0.0,face,face/tp_face_morphing_0.jpg_IN_190.jpg_tif,/home/panuwat/Pictures/Test-Cases/with_mask/face/images/test/tp_face_morphing_0.jpg_IN_190.jpg_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/face/annotations/test/tp_face_morphing_0.jpg_IN_190.jpg_tif.png,500,652,50.0,0,1918,66673,257409,39.479908,44.121534,78.959816,88.243068,0.0,0.0,78.959816,0.739607,,,
v1.0.0,face,face/tp_face_morphing_0.jpg_IN_192.jpg_tif,/home/panuwat/Pictures/Test-Cases/with_mask/face/images/test/tp_face_morphing_0.jpg_IN_192.jpg_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/face/annotations/test/tp_face_morphing_0.jpg_IN_192.jpg_tif.png,500,652,50.0,0,0,68283,257717,39.527147,44.151018,79.054294,88.302037,0.0,0.0,79.054294,0.0,,,
v1.0.0,face,face/tp_face_morphing_0.jpg_IN_199.jpg_tif,/home/panuwat/Pictures/Test-Cases/with_mask/face/images/test/tp_face_morphing_0.jpg_IN_199.jpg_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/face/annotations/test/tp_face_morphing_0.jpg_IN_199.jpg_tif.png,500,652,50.0,0,0,69989,256011,39.265491,43.987313,78.530982,87.974626,0.0,0.0,78.530982,0.0,,,
v1.0.0,face,face/tp_face_morphing_0.jpg_IN_31.jpg_tif,/home/panuwat/Pictures/Test-Cases/with_mask/face/images/test/tp_face_morphing_0.jpg_IN_31.jpg_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/face/annotations/test/tp_face_morphing_0.jpg_IN_31.jpg_tif.png,500,652,50.0,0,0,66786,259214,39.756748,44.293882,79.513497,88.587764,0.0,0.0,79.513497,0.0,,,
v1.0.0,face,face/tp_face_morphing_0.jpg_IN_37.jpg_tif,/home/panuwat/Pictures/Test-Cases/with_mask/face/images/test/tp_face_morphing_0.jpg_IN_37.jpg_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/face/annotations/test/tp_face_morphing_0.jpg_IN_37.jpg_tif.png,500,652,50.0,0,0,72342,253658,38.904601,43.759941,77.809202,87.519882,0.0,0.0,77.809202,0.0,,,
v1.0.0,face,face/tp_face_morphing_0.jpg_IN_49.jpg_tif,/home/panuwat/Pictures/Test-Cases/with_mask/face/images/test/tp_face_morphing_0.jpg_IN_49.jpg_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/face/annotations/test/tp_face_morphing_0.jpg_IN_49.jpg_tif.png,500,652,50.0,0,892,67874,257234,39.453067,44.104768,78.906135,88.209535,0.0,0.0,78.906135,0.345568,,,
v1.0.0,imd2020,imd2020/tp_imd2020_00064_fake_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/imd2020/images/test/tp_imd2020_00064_fake_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/imd2020/annotations/test/tp_imd2020_00064_fake_jpg.png,699,451,50.0,0,0,101044,214205,33.973938,40.457717,67.947876,80.915434,0.0,0.0,67.947876,0.0,,,
v1.0.0,imd2020,imd2020/tp_imd2020_00097_fake_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/imd2020/images/test/tp_imd2020_00097_fake_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/imd2020/annotations/test/tp_imd2020_00097_fake_jpg.png,383,274,50.0,207,5,2020,102710,53.670371,57.999004,98.066549,99.023838,9.274194,16.97417,98.070363,0.004868,,,
v1.0.0,imd2020,imd2020/tp_imd2020_c8u0rrz_0_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/imd2020/images/test/tp_imd2020_c8u0rrz_0_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/imd2020/annotations/test/tp_imd2020_c8u0rrz_0_jpg.png,620,464,50.0,0,0,33023,254657,44.260463,46.955491,88.520926,93.910982,0.0,0.0,88.520926,0.0,,,
v1.0.0,imd2020,imd2020/tp_imd2020_c8u4gpd_0_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/imd2020/images/test/tp_imd2020_c8u4gpd_0_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/imd2020/annotations/test/tp_imd2020_c8u4gpd_0_jpg.png,501,409,50.0,0,25,130809,74075,18.075097,26.551702,36.150194,53.103404,0.0,0.0,36.150194,0.033738,,,
v1.0.0,imd2020,imd2020/tp_imd2020_c8vgphr_0_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/imd2020/images/test/tp_imd2020_c8vgphr_0_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/imd2020/annotations/test/tp_imd2020_c8vgphr_0_jpg.png,375,500,50.0,0,0,9457,178043,47.478133,48.706445,94.956267,97.41289,0.0,0.0,94.956267,0.0,,,
